rank_overall,rank_within_layer,layer,measurement,measurement_label,site,archetype,literature_status,peak_timepoint,days_from_launch,peak_abs_z,peak_z_ci_lower_abs,peak_z_ci_high,z_score_robust,methods_concordance,is_baseline_fragile,fragility_reason,concordance_class,signal_score,clinical_flagged_count,deviation_flag,deviation_direction,fold_change,recovery_classification,return_to_baseline_day,recovery_velocity
1405,601,microbial,K01858,myo-inositol-1-phosphate synthase [EC:5.5.1.4],NAC,,novel,R+1,1,11.040459482393972,9.328452627672702,-9.328452627672702,-8.39648973484023,both-elevated,False,,ambiguous,7.462762102138162,0,extreme,down,0.0,incomplete,,0.0708667002760284
1406,602,microbial,K07792,anaerobic C4-dicarboxylate transporter DcuB,NAC,,novel,R+1,1,10.44344108006464,9.327260850545064,-9.327260850545064,-15.254082171287582,both-elevated,False,,ambiguous,7.461808680436052,0,extreme,down,0.0,incomplete,,0.0
1407,603,microbial,K02434,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7],NAC,,novel,R+1,1,10.735866280184696,9.324854987297892,-9.324854987297892,-17.992529939345463,both-elevated,False,,ambiguous,7.459883989838314,0,extreme,down,0.0,incomplete,,0.0886140790210778
1408,801,microbial,K03719,"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein",ORC,,novel,R+82,82,8.412600517979234,7.457854638812164,-7.457854638812164,-11.67929865109931,both-elevated,False,,idiosyncratic,7.457854638812164,0,extreme,down,0.0,incomplete,,
1409,802,microbial,K07007,"3-dehydro-bile acid Delta4,6-reductase [EC:1.3.1.114]",ORC,,novel,R+1,1,6.692054175662829,6.2146589382133985,-6.2146589382133985,-17.065755026486134,both-elevated,False,,concordant,7.457590725856078,0,extreme,down,0.0,incomplete,,0.0
1410,604,microbial,K01616,multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61],NAC,,novel,R+1,1,11.016865574122331,9.320743801056691,-9.320743801056691,-11.309743963146715,both-elevated,False,,ambiguous,7.456595040845355,0,extreme,down,0.0,incomplete,,0.0796082090900164
1411,803,microbial,K01139,"GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]",ORC,,novel,R+1,1,10.70789633849891,9.31951715583459,-9.31951715583459,-11.713501976067718,both-elevated,False,,ambiguous,7.455613724667673,0,extreme,down,0.0,incomplete,,0.0
1412,605,microbial,K01029,3-oxoacid CoA-transferase subunit B [EC:2.8.3.5],NAC,,novel,R+1,1,10.80356837526985,9.31536219519842,-9.31536219519842,-10.649619330965615,both-elevated,False,,ambiguous,7.452289756158736,0,extreme,down,0.0,slow,45.0,0.0859514212289657
1413,804,microbial,K01926,redox-sensing transcriptional repressor,ORC,,novel,R+1,1,10.884346510624471,9.308309362347073,-9.308309362347073,-9.752604220613955,both-elevated,False,,ambiguous,7.446647489877657,0,extreme,down,0.0,incomplete,,0.0
1414,606,microbial,K03299,"gluconate:H+ symporter, GntP family",NAC,,novel,R+1,1,10.410042153177129,9.307172799703125,-9.307172799703125,-31.064561935861654,both-elevated,False,,ambiguous,7.4457382397625,0,extreme,down,0.0,incomplete,,0.0716606860860511
1415,607,microbial,K09012,"DeoR family transcriptional regulator, suf operon transcriptional repressor",NAC,,novel,R+45,45,11.07808691766161,9.3067518225809,-9.3067518225809,-9.337293213457176,both-elevated,False,,ambiguous,7.445401458064722,0,extreme,down,0.0,incomplete,,0.1997084556839518
1416,805,microbial,K02003,putative ABC transport system ATP-binding protein,ORC,,novel,R+1,1,8.876300001984996,7.444962990276086,-7.444962990276086,-9.418626277977992,both-elevated,False,,idiosyncratic,7.444962990276086,0,extreme,down,0.0,incomplete,,0.0
1417,608,microbial,K22360,alkene monooxygenase ferredoxin subunit,NAC,,novel,R+1,1,10.791370517041791,9.297376325021652,-9.297376325021652,-10.545467058415914,both-elevated,False,,ambiguous,7.437901060017322,0,extreme,down,0.0,incomplete,,0.1098348188892046
1418,609,microbial,K00338,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2],NAC,,novel,R+1,1,10.357577498172136,9.295399405989771,-9.295399405989771,-33.880425859507625,both-elevated,False,,ambiguous,7.436319524791817,0,extreme,down,0.0,incomplete,,0.0873787494532486
1419,610,microbial,K00600,glycine hydroxymethyltransferase [EC:2.1.2.1],NAC,,novel,R+1,1,10.73154491222589,9.289324334277364,-9.289324334277364,-16.975849431493643,both-elevated,False,,ambiguous,7.431459467421893,0,extreme,down,0.0,incomplete,,0.0993632199639471
1420,806,microbial,K00351,Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1],ORC,,novel,R+1,1,7.213123741200739,6.187815119526136,-6.187815119526136,-7.42222456310643,both-elevated,False,,concordant,7.425378143431363,0,extreme,down,0.0,incomplete,,0.0
1421,807,microbial,K02982,small subunit ribosomal protein S3,ORC,,novel,R+82,82,8.772644119990066,7.423928442393862,-7.423928442393862,-7.413969944190576,both-elevated,False,,idiosyncratic,7.423928442393862,0,extreme,down,0.0,incomplete,,
1422,611,microbial,K06909,phage terminase large subunit,NAC,,novel,R+1,1,10.832850219282308,9.277003985335323,-9.277003985335323,-9.87587840393401,both-elevated,False,,ambiguous,7.421603188268261,0,extreme,down,0.0,incomplete,,0.0
1423,808,microbial,K00919,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148],ORC,,novel,R+1,1,8.548557882311046,7.420913431848891,-7.420913431848891,-17.958025227651543,both-elevated,False,,idiosyncratic,7.420913431848891,0,extreme,down,0.0,incomplete,,0.0
1424,809,microbial,K01733,threonine synthase [EC:4.2.3.1],ORC,,novel,R+1,1,7.971158184759319,7.4176476883918765,-7.4176476883918765,-20.577882154921543,both-elevated,False,,idiosyncratic,7.4176476883918765,0,extreme,down,0.0,incomplete,,0.0
1425,612,microbial,K04485,DNA repair protein RadA/Sms,NAC,,novel,R+1,1,10.164306933598017,9.269147643157174,-9.269147643157174,-53.04448006998126,both-elevated,True,unstable-ci,ambiguous,7.415318114525739,0,extreme,down,0.0,incomplete,,0.0758141431088584
1426,613,microbial,K07493,putative transposase,NAC,,novel,R+1,1,10.971067124046202,9.264723262455876,-9.264723262455876,-10.849385893621177,both-elevated,False,,ambiguous,7.411778609964701,0,extreme,down,0.0870462180060985,slow,45.0,0.1024521746667693
1427,614,microbial,K08289,phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21],NAC,,novel,R+1,1,10.03864650321682,9.259180329518305,-9.259180329518305,-22.17841371567147,both-elevated,False,,ambiguous,7.407344263614644,0,extreme,down,0.0,incomplete,,0.0
1428,615,microbial,K09009,uncharacterized protein,NAC,,novel,R+1,1,11.013122160972422,9.254279030398544,-9.254279030398544,-7.548107392357361,both-elevated,False,,ambiguous,7.403423224318835,0,extreme,down,0.0442537944284973,incomplete,,0.0516038695422459
1429,810,microbial,K02117,V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1],ORC,,novel,R+1,1,10.990510017270765,9.252344631713484,-9.252344631713484,-10.029498009755619,both-elevated,False,,ambiguous,7.401875705370788,0,extreme,down,0.0,incomplete,,0.0
1430,811,microbial,K13008,O-antigen polymerase [EC:2.4.1.-],ORC,,novel,R+1,1,8.662736811987129,7.397420687740977,-7.397420687740977,-8.11174244844312,both-elevated,False,,idiosyncratic,7.397420687740977,0,extreme,down,0.0,incomplete,,0.0
1431,616,microbial,K23980,cysteinylglycine-S-conjugate dipeptidase [EC:3.4.13.23],NAC,,novel,R+1,1,10.923491423200256,9.2386461051469,-9.2386461051469,-11.219023653856365,both-elevated,False,,ambiguous,7.39091688411752,0,extreme,down,0.0,incomplete,,0.0907408162023809
1432,812,microbial,K03686,molecular chaperone DnaJ,ORC,,novel,R+1,1,7.250528069970461,6.158245879251997,-6.158245879251997,-6.76402832341517,both-elevated,False,,concordant,7.3898950551023965,0,extreme,down,0.0,incomplete,,0.0
1433,617,microbial,K06925,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,NAC,,novel,R+1,1,10.317411241804727,9.234934678308056,-9.234934678308056,-31.93484833553381,both-elevated,False,,ambiguous,7.387947742646445,0,extreme,down,0.0614893193488122,incomplete,,0.0253004225682209
1434,618,microbial,K03892,"ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor",NAC,,novel,R+1,1,10.99854136870613,9.234071430397517,-9.234071430397517,-9.121858025852095,both-elevated,False,,ambiguous,7.387257144318013,0,extreme,down,0.0,incomplete,,0.0688421203182855
1435,619,microbial,K00973,glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24],NAC,,novel,R+1,1,10.793107248844068,9.231347075728076,-9.231347075728076,-9.705117113686333,both-elevated,False,,ambiguous,7.385077660582461,0,extreme,down,0.0,incomplete,,0.0
1436,620,microbial,K03322,manganese transport protein,NAC,,novel,R+1,1,10.97892295480283,9.227315159881584,-9.227315159881584,-9.524165292845545,both-elevated,False,,ambiguous,7.381852127905268,0,extreme,down,0.0,incomplete,,0.077825877542288
1437,813,microbial,K10563,formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18],ORC,,novel,R+1,1,8.595492176207134,7.380513504324662,-7.380513504324662,-8.540799151591056,both-elevated,False,,idiosyncratic,7.380513504324662,0,extreme,down,0.0,incomplete,,0.0
1438,814,microbial,K09962,uncharacterized protein,ORC,,novel,R+1,1,7.400805779432099,7.3790358599811885,-7.3790358599811885,-519.4101106486258,both-elevated,True,unstable-ci,idiosyncratic,7.3790358599811885,0,extreme,down,0.0,incomplete,,0.0
1439,815,microbial,K03431,phosphoglucosamine mutase [EC:5.4.2.10],ORC,,novel,R+82,82,8.227218563682923,7.37694984898157,-7.37694984898157,-12.993828741377024,both-elevated,False,,idiosyncratic,7.37694984898157,0,extreme,down,0.0,incomplete,,
1440,621,microbial,K02493,release factor glutamine methyltransferase [EC:2.1.1.297],NAC,,novel,R+1,1,10.608345724062124,9.214485370788497,-9.214485370788497,-17.976806255674415,both-elevated,False,,ambiguous,7.371588296630796,0,extreme,down,0.0,incomplete,,0.0
1441,816,microbial,K02035,peptide/nickel transport system substrate-binding protein,ORC,,novel,R+1,1,6.898018082094363,6.14201450243974,-6.14201450243974,-10.371826561643012,both-elevated,False,,concordant,7.370417402927687,0,extreme,down,0.0,incomplete,,0.0
1442,622,microbial,K03499,trk/ktr system potassium uptake protein,NAC,,novel,R+1,1,10.188814834274584,9.21139774993833,-9.21139774993833,-17.244802522870433,both-elevated,False,,ambiguous,7.369118199950664,0,extreme,down,0.0342634846809822,incomplete,,0.0769843774946353
1443,623,microbial,K03639,"GTP 3',8-cyclase [EC:4.1.99.22]",NAC,,novel,R+1,1,10.331424761099392,9.210511465433232,-9.210511465433232,-29.25319139861543,both-elevated,False,,ambiguous,7.368409172346586,0,extreme,down,0.0,incomplete,,0.0641902588776259
1444,817,microbial,K02434,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7],ORC,,novel,R+1,1,10.28256884612947,9.201623675516016,-9.201623675516016,-15.394003809010593,both-elevated,False,,ambiguous,7.361298940412813,0,extreme,down,0.0,incomplete,,0.0
1445,818,microbial,K00878,hydroxyethylthiazole kinase [EC:2.7.1.50],ORC,,novel,R+1,1,10.334001404225898,9.197832567532089,-9.197832567532089,-14.535555981219542,both-elevated,False,,ambiguous,7.35826605402567,0,extreme,down,0.0,incomplete,,0.0
1446,819,microbial,K06948,30S ribosome assembly GTPase,ORC,,novel,R+1,1,8.223358801559899,7.342550130270203,-7.342550130270203,-12.38991953963738,both-elevated,False,,idiosyncratic,7.342550130270203,0,extreme,down,0.0,incomplete,,0.0
1447,624,microbial,K03465,thymidylate synthase (FAD) [EC:2.1.1.148],NAC,,novel,R+1,1,10.879835397912649,9.173459916566951,-9.173459916566951,-10.45538121992005,both-elevated,False,,ambiguous,7.338767933253563,0,extreme,down,0.0,incomplete,,0.085974298458186
1448,625,microbial,K16925,energy-coupling factor transport system permease protein,NAC,,novel,R+1,1,9.833754312515914,9.172442941559376,-9.172442941559376,-203.6697477773243,both-elevated,True,unstable-ci,ambiguous,7.3379543532475004,0,extreme,down,0.0662295267901764,incomplete,,0.0543586297016434
1449,820,microbial,K03426,NAD+ diphosphatase [EC:3.6.1.22],ORC,,novel,R+1,1,8.222349446946971,7.33685041794909,-7.33685041794909,-12.299266681655126,both-elevated,False,,idiosyncratic,7.33685041794909,0,extreme,down,0.0,incomplete,,0.0
1450,821,microbial,K02244,competence protein ComGB,ORC,,novel,R+1,1,7.210302180045494,6.11374805349463,-6.11374805349463,-6.626972529389091,both-elevated,False,,concordant,7.336497664193556,0,extreme,down,0.0,incomplete,,0.0
1451,822,microbial,K12999,glucosyltransferase [EC:2.4.1.-],ORC,,novel,R+1,1,8.808525324706393,7.336279323859665,-7.336279323859665,-7.752635430357889,both-elevated,False,,idiosyncratic,7.336279323859665,0,extreme,down,0.0,incomplete,,0.0
1452,823,microbial,K02864,large subunit ribosomal protein L10,ORC,,novel,R+82,82,8.771283530045146,7.331540372855593,-7.331540372855593,-8.695525065497591,both-elevated,False,,idiosyncratic,7.331540372855593,0,extreme,down,0.0,incomplete,,
1453,824,microbial,K07693,"two-component system, NarL family, response regulator DesR",ORC,,novel,R+1,1,8.535221230856694,7.3243313383496735,-7.3243313383496735,-8.442953090329187,both-elevated,False,,idiosyncratic,7.3243313383496735,0,extreme,down,0.0,incomplete,,0.0
1454,825,microbial,K07259,serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-],ORC,,novel,R+1,1,6.72415216141132,6.101234237229843,-6.101234237229843,-169.38291866268372,both-elevated,True,unstable-ci,concordant,7.321481084675811,0,extreme,down,0.0,incomplete,,0.0
1455,826,microbial,K03536,ribonuclease P protein component [EC:3.1.26.5],ORC,,novel,R+82,82,8.66662460437531,7.317121552249768,-7.317121552249768,-7.1592353449827595,both-elevated,False,,idiosyncratic,7.317121552249768,0,extreme,down,0.0,incomplete,,
1456,827,microbial,K03596,GTP-binding protein LepA,ORC,,novel,R+1,1,8.257910618787497,7.316127853077342,-7.316127853077342,-11.422262254357943,both-elevated,False,,idiosyncratic,7.316127853077342,0,extreme,down,0.0,incomplete,,0.0
1457,828,microbial,K11733,lysine-specific permease,ORC,,novel,R+1,1,10.277573887196066,9.14025877018818,-9.14025877018818,-14.336816851307578,both-elevated,False,,ambiguous,7.312207016150544,0,extreme,down,0.0,incomplete,,0.0
1458,829,microbial,K18991,"AraC family transcriptional regulator, activator of mtrCDE",ORC,,novel,R+82,82,10.821253445019012,9.13982383200314,-9.13982383200314,-8.251487277655517,both-elevated,False,,ambiguous,7.311859065602512,0,extreme,down,0.0,incomplete,,
1459,830,microbial,K07260,zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14],ORC,,novel,R+82,82,8.793684715825364,7.310713401762159,-7.310713401762159,-6.646791034233001,both-elevated,False,,idiosyncratic,7.310713401762159,0,extreme,down,0.0,incomplete,,
1460,626,microbial,K20598,aminoglycoside phosphotransferase,NAC,,novel,R+1,1,9.812280477873918,9.136719771282245,-9.136719771282245,-172.45362196797063,both-elevated,True,unstable-ci,ambiguous,7.309375817025796,0,extreme,down,0.0,incomplete,,0.0
1461,831,microbial,K15738,ABC transport system ATP-binding/permease protein,ORC,,novel,R+1,1,10.72967068889316,9.129548778841878,-9.129548778841878,-9.075938446798107,both-elevated,False,,ambiguous,7.303639023073503,0,extreme,down,0.0,incomplete,,0.0
1462,627,microbial,K00099,1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267],NAC,,novel,R+1,1,10.348292992965357,9.128863359178071,-9.128863359178071,-23.68612378404884,both-elevated,False,,ambiguous,7.303090687342458,0,extreme,down,0.0,incomplete,,0.1019219443385624
1463,628,microbial,K07093,uncharacterized protein,NAC,,novel,R+1,1,10.360572535656551,9.127161763599815,-9.127161763599815,-12.998544235840695,both-elevated,False,,ambiguous,7.3017294108798545,0,extreme,down,0.0,slow,82.0,0.1218611823812345
1464,832,microbial,K02926,large subunit ribosomal protein L4,ORC,,novel,R+82,82,8.738397090300616,7.296917105492956,-7.296917105492956,-6.188002913472174,both-elevated,False,,idiosyncratic,7.296917105492956,0,extreme,down,0.0,incomplete,,
1465,629,microbial,K08168,"MFS transporter, DHA2 family, metal-tetracycline-proton antiporter",NAC,,novel,R+1,1,10.663106274732998,9.11871848160714,-9.11871848160714,-13.777954625478623,both-elevated,False,,ambiguous,7.294974785285714,0,extreme,down,0.0,incomplete,,0.0829867019384866
1466,630,microbial,K20470,trehalose monomycolate/heme transporter,NAC,,novel,R+1,1,10.4161502732895,9.115989837873428,-9.115989837873428,-12.157972192329897,both-elevated,False,,ambiguous,7.292791870298743,0,extreme,down,0.0,incomplete,,0.0
1467,631,microbial,K09760,DNA recombination protein RmuC,NAC,,novel,R+1,1,10.349139409998124,9.113475744152463,-9.113475744152463,-22.910036328593428,both-elevated,False,,ambiguous,7.290780595321973,0,extreme,down,0.0931625849566417,incomplete,,0.0200140142152613
1468,632,microbial,K01174,micrococcal nuclease [EC:3.1.31.1],NAC,,novel,R+1,1,10.106361745767463,9.110929979954962,-9.110929979954962,-38.202976702018304,both-elevated,False,,ambiguous,7.28874398396397,0,extreme,down,0.0,incomplete,,0.0
1469,633,microbial,K03497,"ParB family transcriptional regulator, chromosome partitioning protein",NAC,,novel,R+1,1,10.421642839049404,9.104930135314335,-9.104930135314335,-11.936852784996445,both-elevated,False,,ambiguous,7.283944108251468,0,extreme,down,0.0110867580576041,incomplete,,0.0786505676790661
1470,634,microbial,K09762,cell division protein WhiA,NAC,,novel,R+1,1,10.849014136062378,9.104805380637655,-9.104805380637655,-9.039956623031912,both-elevated,False,,ambiguous,7.283844304510125,0,extreme,down,0.0,incomplete,,0.0752481962999201
1471,833,microbial,K03734,FAD:protein FMN transferase [EC:2.7.1.180],ORC,,novel,R+82,82,8.737024402365636,7.278130434743873,-7.278130434743873,-5.899064221472722,both-elevated,False,,idiosyncratic,7.278130434743873,0,extreme,down,0.0069092087749282,incomplete,,
1472,834,microbial,K04086,ATP-dependent Clp protease ATP-binding subunit ClpL,ORC,,novel,R+1,1,8.567832068602296,7.26951653660653,-7.26951653660653,-11.86197566684593,both-elevated,False,,idiosyncratic,7.26951653660653,0,extreme,down,0.0,incomplete,,0.0
1473,635,microbial,K09811,cell division transport system permease protein,NAC,,novel,R+1,1,10.76958060544042,9.086181420770432,-9.086181420770432,-8.088248005002537,both-elevated,False,,ambiguous,7.268945136616345,0,extreme,down,0.0474728557947254,incomplete,,0.0435803222009931
1474,835,microbial,K07287,outer membrane protein assembly factor BamC,ORC,,novel,R+82,82,8.022799264681577,7.267740425007409,-7.267740425007409,-59.601289683736624,both-elevated,True,unstable-ci,idiosyncratic,7.267740425007409,0,extreme,down,0.0,incomplete,,
1475,836,microbial,K00428,cytochrome c peroxidase [EC:1.11.1.5],ORC,,novel,R+82,82,7.203700225898027,6.055704806596034,-6.055704806596034,-10.411795319037589,both-elevated,False,,concordant,7.266845767915241,0,extreme,down,0.0,incomplete,,
1476,837,microbial,K11991,tRNA(adenine34) deaminase [EC:3.5.4.33],ORC,,novel,R+1,1,8.459088165460846,7.262948084515886,-7.262948084515886,-8.433190655391527,both-elevated,False,,idiosyncratic,7.262948084515886,0,extreme,down,0.0,incomplete,,0.0
